ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB),Time since start in ms 
0.83502,7.66345,3.98593,-0.0619,8.28601,5.24486,0.71045,-1.76117,-1.93658,0.00226,0.06929,0.0531,5.93,-23.405,-56.004,348.592,-57.875,-1.107,48.8872,15
0.83502,7.66345,3.98593,-0.0619,8.28601,5.24486,0.71045,-1.76117,-1.93658,0.00226,0.06929,0.0531,4.523,-24.419,-56.844,353.026,-57.665,0.676,48.8872,51
1.1033,9.12306,4.17276,-0.05718,8.44488,4.98508,1.16255,0.37286,-0.99256,0.08287,-0.43242,-0.39769,4.523,-24.419,-56.844,353.026,-57.665,0.676,48.8872,86
1.1033,9.12306,4.17276,-0.05718,8.44488,4.98508,1.16255,0.37286,-0.99256,0.08287,-0.43242,-0.39769,4.523,-24.419,-56.844,353.026,-57.665,0.676,48.8872,121
1.1033,9.12306,4.17276,-0.05718,8.44488,4.98508,1.16255,0.37286,-0.99256,0.08287,-0.43242,-0.39769,4.523,-24.419,-56.844,353.026,-57.665,0.676,49.2338,155
1.35654,10.98576,7.42145,0.08074,8.39218,5.07299,1.27224,2.22366,2.12484,-0.56564,-0.19397,-0.13239,4.225,-23.276,-56.203,354.754,-59.445,0.657,49.2338,191
1.35654,10.98576,7.42145,0.08074,8.39218,5.07299,1.27224,2.22366,2.12484,-0.56564,-0.19397,-0.13239,4.225,-23.276,-56.203,354.754,-59.445,0.657,49.2338,226
1.35654,10.98576,7.42145,0.08074,8.39218,5.07299,1.27224,2.22366,2.12484,-0.56564,-0.19397,-0.13239,4.225,-23.276,-56.203,354.754,-59.445,0.657,49.2338,260
1.35654,10.98576,7.42145,0.08074,8.39218,5.07299,1.27224,2.22366,2.12484,-0.56564,-0.19397,-0.13239,4.225,-23.276,-56.203,354.754,-59.445,0.657,49.2338,295
1.40712,7.34181,6.72745,0.16376,7.91026,5.79408,1.23575,-0.93579,0.66429,-0.95415,-0.22166,-0.41357,0.394,-18.765,-57.513,358.671,-58.844,-0.912,49.2338,330
1.40712,7.34181,6.72745,0.16376,7.91026,5.79408,1.23575,-0.93579,0.66429,-0.95415,-0.22166,-0.41357,0.394,-18.765,-57.513,358.671,-58.844,-0.912,49.2338,365
1.40712,7.34181,6.72745,0.16376,7.91026,5.79408,1.23575,-0.93579,0.66429,-0.95415,-0.22166,-0.41357,0.394,-18.765,-57.513,358.671,-58.844,-0.912,49.2338,401
0.3206,6.74986,4.21379,0.16376,7.91026,5.79408,1.23575,-0.93579,0.66429,-0.95415,-0.22166,-0.41357,1.073,-18.84,-58.205,355.751,-53.767,-1.619,49.2338,435
0.3206,6.74986,4.21379,-0.18743,7.82146,5.91269,0.51557,-1.3861,-1.93665,0.43309,-0.15529,-0.7023,1.073,-18.84,-58.205,355.751,-53.767,-1.619,48.8135,471
0.3206,6.74986,4.21379,-0.18743,7.82146,5.91269,0.51557,-1.3861,-1.93665,0.43309,-0.15529,-0.7023,1.073,-18.84,-58.205,355.751,-53.767,-1.619,48.8135,506
0.3206,6.74986,4.21379,-0.18743,7.82146,5.91269,0.51557,-1.3861,-1.93665,0.43309,-0.15529,-0.7023,1.073,-18.84,-58.205,355.751,-53.767,-1.619,48.8135,541
-0.66232,7.36598,4.80862,-0.18743,7.82146,5.91269,0.51557,-1.3861,-1.93665,0.43309,-0.15529,-0.7023,1.073,-18.84,-58.205,355.751,-53.767,-1.619,48.8135,575
-0.66232,7.36598,4.80862,-0.85333,7.99588,5.61321,0.21938,-0.89579,-0.99124,0.1075,0.6844,-0.22787,3.893,-21.071,-57.863,356.329,-52.898,1.816,48.8135,612
-0.66232,7.36598,4.80862,-0.85333,7.99588,5.61321,0.21938,-0.89579,-0.99124,0.1075,0.6844,-0.22787,3.893,-21.071,-57.863,356.329,-52.898,1.816,48.8135,645
-0.66232,7.36598,4.80862,-0.85333,7.99588,5.61321,0.21938,-0.89579,-0.99124,0.1075,0.6844,-0.22787,3.893,-21.071,-57.863,356.329,-52.898,1.816,48.8135,680
-2.6804,10.14813,9.71819,-1.83114,7.67282,5.82625,-0.77178,2.15063,3.6454,-0.01913,0.38571,-0.18083,8.417,-16.884,-57.442,15.618,-51.482,17.447,48.8135,716
-2.6804,10.14813,9.71819,-1.83114,7.67282,5.82625,-0.77178,2.15063,3.6454,-0.01913,0.38571,-0.18083,8.417,-16.884,-57.442,15.618,-51.482,17.447,48.8135,750
-2.6804,10.14813,9.71819,-1.83114,7.67282,5.82625,-0.77178,2.15063,3.6454,-0.01913,0.38571,-0.18083,8.417,-16.884,-57.442,15.618,-51.482,17.447,50.2447,785
-2.6804,10.14813,9.71819,-1.83114,7.67282,5.82625,-0.77178,2.15063,3.6454,-0.01913,0.38571,-0.18083,8.417,-16.884,-57.442,15.618,-51.482,17.447,50.2447,820
-2.45944,8.28163,5.71045,-1.83114,7.67282,5.82625,-0.77178,2.15063,3.6454,-0.01913,0.38571,-0.18083,7.332,-19.403,-58.569,18.022,-51.482,17.447,50.2447,856
-2.45944,8.28163,5.71045,-1.77071,7.80649,5.66513,-0.60653,0.11275,-0.21767,-0.34064,-0.56865,-0.05135,7.332,-19.403,-58.569,18.022,-51.482,17.447,50.2447,891
-2.45944,8.28163,5.71045,-1.77071,7.80649,5.66513,-0.60653,0.11275,-0.21767,-0.34064,-0.56865,-0.05135,7.332,-19.403,-58.569,18.022,-51.482,17.447,50.2447,925
-2.45944,8.28163,5.71045,-1.77071,7.80649,5.66513,-0.60653,0.11275,-0.21767,-0.34064,-0.56865,-0.05135,7.332,-19.403,-58.569,18.022,-51.482,17.447,50.2447,960
-0.99437,5.35672,3.02019,-1.35882,8.02584,5.46899,0.41447,-2.96457,-2.65013,0.09917,0.08638,0.23817,5.064,-20.728,-57.19,21.049,-52.754,17.357,50.2447,995
-0.99437,5.35672,3.02019,-1.35882,8.02584,5.46899,0.41447,-2.96457,-2.65013,0.09917,0.08638,0.23817,5.064,-20.728,-57.19,21.049,-52.754,17.357,50.2447,1031
-0.99437,5.35672,3.02019,-1.35882,8.02584,5.46899,0.41447,-2.96457,-2.65013,0.09917,0.08638,0.23817,5.064,-20.728,-57.19,21.049,-52.754,17.357,50.2447,1065
-0.99437,5.35672,3.02019,-1.35882,8.02584,5.46899,0.41447,-2.96457,-2.65013,0.09917,0.08638,0.23817,5.064,-20.728,-57.19,21.049,-52.754,17.357,50.0122,1100
-0.53111,7.66856,4.55124,-1.01587,8.15168,5.35617,0.51559,-0.73052,-0.96749,0.00571,-0.14877,0.15714,2.643,-21.379,-56.059,12.237,-56.226,10.739,50.0122,1136
-0.53111,7.66856,4.55124,-1.01587,8.15168,5.35617,0.51559,-0.73052,-0.96749,0.00571,-0.14877,0.15714,2.643,-21.379,-56.059,12.237,-56.226,10.739,50.0122,1170
-0.53111,7.66856,4.55124,-1.01587,8.15168,5.35617,0.51559,-0.73052,-0.96749,0.00571,-0.14877,0.15714,2.643,-21.379,-56.059,12.237,-56.226,10.739,50.0122,1205
0.40782,10.33252,8.62549,-1.01587,8.15168,5.35617,0.51559,-0.73052,-0.96749,0.00571,-0.14877,0.15714,0.597,-16.864,-59.476,14.437,-56.226,10.739,50.0122,1241
0.40782,10.33252,8.62549,-0.65118,7.74214,5.98377,1.08406,2.29246,2.41146,-0.81671,-0.85757,0.18829,0.597,-16.864,-59.476,14.437,-56.226,10.739,50.0122,1275
0.40782,10.33252,8.62549,-0.65118,7.74214,5.98377,1.08406,2.29246,2.41146,-0.81671,-0.85757,0.18829,0.597,-16.864,-59.476,14.437,-56.226,10.739,50.0122,1310
0.40782,10.33252,8.62549,-0.65118,7.74214,5.98377,1.08406,2.29246,2.41146,-0.81671,-0.85757,0.18829,0.597,-16.864,-59.476,14.437,-56.226,10.739,50.0122,1346
0.81526,7.57533,7.36894,-0.26592,7.17452,6.68026,1.09313,0.07857,0.38864,-0.65503,-0.46114,-0.04869,-2.252,-14.188,-60.211,12.475,-52.137,6.211,50.0122,1387
0.81526,7.57533,7.36894,-0.26592,7.17452,6.68026,1.09313,0.07857,0.38864,-0.65503,-0.46114,-0.04869,-2.252,-14.188,-60.211,12.475,-52.137,6.211,50.0122,1416
0.81526,7.57533,7.36894,-0.26592,7.17452,6.68026,1.09313,0.07857,0.38864,-0.65503,-0.46114,-0.04869,-2.252,-14.188,-60.211,12.475,-52.137,6.211,51.0565,1451
0.81526,7.57533,7.36894,-0.26592,7.17452,6.68026,1.09313,0.07857,0.38864,-0.65503,-0.46114,-0.04869,-2.252,-14.188,-60.211,12.475,-52.137,6.211,51.0565,1486
0.67339,4.98741,5.80414,0.28196,6.6722,7.18141,0.3811,-1.92906,-1.64017,-0.53409,0.59094,-0.16618,-2.615,-11.629,-59.848,1.15,-42.873,-2.248,51.0565,1520
0.67339,4.98741,5.80414,0.28196,6.6722,7.18141,0.3811,-1.92906,-1.64017,-0.53409,0.59094,-0.16618,-2.615,-11.629,-59.848,1.15,-42.873,-2.248,51.0565,1555
0.67339,4.98741,5.80414,0.28196,6.6722,7.18141,0.3811,-1.92906,-1.64017,-0.53409,0.59094,-0.16618,-2.615,-11.629,-59.848,1.15,-42.873,-2.248,51.0565,1590
0.67339,4.98741,5.80414,0.28196,6.6722,7.18141,0.3811,-1.92906,-1.64017,-0.53409,0.59094,-0.16618,-2.615,-11.629,-59.848,1.15,-42.873,-2.248,51.0565,1626
-0.47932,6.73015,6.75084,-0.36309,6.995,6.86357,-0.1042,-0.49671,-0.34023,0.43391,1.09003,0.04434,0.772,-14.038,-59.506,353.727,-42.873,-2.248,51.0565,1661
-0.47932,6.73015,6.75084,-0.36309,6.995,6.86357,-0.1042,-0.49671,-0.34023,0.43391,1.09003,0.04434,0.772,-14.038,-59.506,353.727,-42.873,-2.248,51.0565,1697
-0.47932,6.73015,6.75084,-0.36309,6.995,6.86357,-0.1042,-0.49671,-0.34023,0.43391,1.09003,0.04434,0.772,-14.038,-59.506,353.727,-42.873,-2.248,51.0565,1730
-0.47932,6.73015,6.75084,-0.36309,6.995,6.86357,-0.1042,-0.49671,-0.34023,0.43391,1.09003,0.04434,0.772,-14.038,-59.506,353.727,-42.873,-2.248,49.8539,1766
-1.50102,8.87697,10.19682,-0.78448,7.34401,6.4514,-0.68418,1.22999,3.47927,0.75298,0.09494,0.44954,2.4,-17.22,-58.983,8.907,-48.493,6.933,49.8539,1800
-1.50102,8.87697,10.19682,-0.78448,7.34401,6.4514,-0.68418,1.22999,3.47927,0.75298,0.09494,0.44954,2.4,-17.22,-58.983,8.907,-48.493,6.933,49.8539,1837
-1.50102,8.87697,10.19682,-0.78448,7.34401,6.4514,-0.68418,1.22999,3.47927,0.75298,0.09494,0.44954,2.4,-17.22,-58.983,8.907,-48.493,6.933,49.8539,1870
-0.99243,7.97243,6.96335,-0.78448,7.34401,6.4514,-0.68418,1.22999,3.47927,0.75298,0.09494,0.44954,2.4,-17.22,-58.983,8.907,-48.493,6.933,49.8539,1906
-0.99243,7.97243,6.96335,-1.0988,7.62382,6.06964,0.15778,-0.0081,0.60972,-0.01079,0.74306,0.39578,5.762,-19.923,-58.498,7.73,-51.024,10.261,49.8539,1940
-0.99243,7.97243,6.96335,-1.0988,7.62382,6.06964,0.15778,-0.0081,0.60972,-0.01079,0.74306,0.39578,5.762,-19.923,-58.498,7.73,-51.024,10.261,49.8539,1975
-0.99243,7.97243,6.96335,-1.0988,7.62382,6.06964,0.15778,-0.0081,0.60972,-0.01079,0.74306,0.39578,5.762,-19.923,-58.498,7.73,-51.024,10.261,49.8539,2010
0.30269,5.73581,4.54861,-1.04123,7.7616,5.90286,1.38318,-2.31848,-1.57685,0.30949,0.36513,0.32899,6.854,-20.699,-57.063,5.944,-51.024,10.261,49.8539,2046
0.30269,5.73581,4.54861,-1.04123,7.7616,5.90286,1.38318,-2.31848,-1.57685,0.30949,0.36513,0.32899,6.854,-20.699,-57.063,5.944,-51.024,10.261,49.8539,2081
0.30269,5.73581,4.54861,-1.04123,7.7616,5.90286,1.38318,-2.31848,-1.57685,0.30949,0.36513,0.32899,6.854,-20.699,-57.063,5.944,-51.024,10.261,50.0342,2115
0.30269,5.73581,4.54861,-1.04123,7.7616,5.90286,1.38318,-2.31848,-1.57685,0.30949,0.36513,0.32899,6.854,-20.699,-57.063,5.944,-51.024,10.261,50.0342,2151
-0.50063,6.78531,2.0433,-1.04123,7.7616,5.90286,1.38318,-2.31848,-1.57685,0.30949,0.36513,0.32899,6.854,-20.699,-57.063,5.944,-51.024,10.261,50.0342,2186
-0.50063,6.78531,2.0433,-0.99294,8.05679,5.50206,0.51846,-1.48365,-3.60365,-0.32028,0.03813,0.11255,7.315,-20.467,-57.59,5.339,-55.242,10.23,50.0342,2220
-0.50063,6.78531,2.0433,-0.99294,8.05679,5.50206,0.51846,-1.48365,-3.60365,-0.32028,0.03813,0.11255,7.315,-20.467,-57.59,5.339,-55.242,10.23,50.0342,2256
-0.50063,6.78531,2.0433,-0.99294,8.05679,5.50206,0.51846,-1.48365,-3.60365,-0.32028,0.03813,0.11255,7.315,-20.467,-57.59,5.339,-55.242,10.23,50.0342,2290
0.47499,8.61685,12.13135,-0.80199,7.0844,6.73339,1.30323,1.30061,5.1776,-1.16713,-0.28847,0.16081,6.664,-13.713,-58.646,0.047,-46.254,6.792,50.0342,2326
0.47499,8.61685,12.13135,-0.80199,7.0844,6.73339,1.30323,1.30061,5.1776,-1.16713,-0.28847,0.16081,6.664,-13.713,-58.646,0.047,-46.254,6.792,50.0342,2361
0.47499,8.61685,12.13135,-0.80199,7.0844,6.73339,1.30323,1.30061,5.1776,-1.16713,-0.28847,0.16081,6.664,-13.713,-58.646,0.047,-46.254,6.792,50.0342,2396
0.47499,8.61685,12.13135,-0.80199,7.0844,6.73339,1.30323,1.30061,5.1776,-1.16713,-0.28847,0.16081,6.664,-13.713,-58.646,0.047,-46.254,6.792,50.2743,2431
3.11127,8.28159,9.61052,-0.10418,6.82263,7.04353,3.22022,1.14634,2.24425,-0.68434,0.04831,-0.27043,5.249,-11.433,-60.715,353.243,-44.084,0.847,50.2743,2467
3.11127,8.28159,9.61052,-0.10418,6.82263,7.04353,3.22022,1.14634,2.24425,-0.68434,0.04831,-0.27043,5.249,-11.433,-60.715,353.243,-44.084,0.847,50.2743,2502
3.11127,8.28159,9.61052,-0.10418,6.82263,7.04353,3.22022,1.14634,2.24425,-0.68434,0.04831,-0.27043,5.249,-11.433,-60.715,353.243,-44.084,0.847,50.2743,2535
-0.23724,5.15239,5.62967,-0.10418,6.82263,7.04353,3.22022,1.14634,2.24425,-0.68434,0.04831,-0.27043,5.249,-11.433,-60.715,353.243,-44.084,0.847,50.2743,2571
-0.23724,5.15239,5.62967,-0.50392,6.77136,7.07567,0.28753,-1.8993,-1.73893,0.66949,0.47978,-0.24538,6.348,-15.065,-60.164,356.796,-43.669,4.074,50.2743,2605
-0.9716,5.44897,4.22322,-0.50392,6.77136,7.07567,0.28753,-1.8993,-1.73893,0.66949,0.47978,-0.24538,6.348,-15.065,-60.164,356.796,-43.669,4.074,50.2743,2641
-0.9716,5.44897,4.22322,-0.50392,6.77136,7.07567,0.28753,-1.8993,-1.73893,0.66949,0.47978,-0.24538,6.348,-15.065,-60.164,356.796,-43.669,4.074,50.2743,2676
-0.9716,5.44897,4.22322,-0.50392,6.77136,7.07567,0.28753,-1.8993,-1.73893,0.66949,0.47978,-0.24538,6.348,-15.065,-60.164,356.796,-43.669,4.074,50.2743,2710
-0.9716,5.44897,4.22322,-0.82981,7.33694,6.45376,-0.20406,-1.40971,-0.72049,0.66827,0.39587,0.35039,8.31,-18.794,-57.155,358.748,-48.431,7.327,49.0152,2747
-0.37785,8.55043,6.24126,-0.82981,7.33694,6.45376,-0.20406,-1.40971,-0.72049,0.66827,0.39587,0.35039,8.31,-18.794,-57.155,358.748,-48.431,7.327,49.0152,2780
-0.37785,8.55043,6.24126,-0.82981,7.33694,6.45376,-0.20406,-1.40971,-0.72049,0.66827,0.39587,0.35039,8.31,-18.794,-57.155,358.748,-48.431,7.327,49.0152,2815
-0.37785,8.55043,6.24126,-0.82981,7.33694,6.45376,-0.20406,-1.40971,-0.72049,-0.04662,0.59177,-0.10326,8.31,-18.794,-57.155,358.748,-48.431,7.327,49.0152,2850
-0.37785,8.55043,6.24126,-0.96813,7.74568,5.93613,0.36651,2.62131,1.78166,-0.04662,0.59177,-0.10326,10.751,-20.081,-57.716,357.465,-52.17,9.263,49.0152,2886
-1.79771,9.72595,8.48694,-0.96813,7.74568,5.93613,0.36651,2.62131,1.78166,-0.04662,0.59177,-0.10326,10.751,-20.081,-57.716,357.465,-52.17,9.263,49.0152,2920
-1.79771,9.72595,8.48694,-0.96813,7.74568,5.93613,0.36651,2.62131,1.78166,-0.04662,0.59177,-0.10326,10.751,-20.081,-57.716,357.465,-52.17,9.263,49.0152,2955
-1.79771,9.72595,8.48694,-1.0636,7.45611,6.28058,0.61409,0.35058,0.16383,-0.3665,-0.17239,0.03171,10.088,-17.007,-57.841,359.702,-49.492,9.612,49.0152,2990
-1.79771,9.72595,8.48694,-1.0636,7.45611,6.28058,0.61409,0.35058,0.16383,-0.3665,-0.17239,0.03171,10.088,-17.007,-57.841,359.702,-49.492,9.612,49.0152,3025
0.05048,5.89731,6.10407,-1.0636,7.45611,6.28058,0.61409,0.35058,0.16383,-0.3665,-0.17239,0.03171,10.088,-17.007,-57.841,359.702,-49.492,9.612,50.4243,3060
0.05048,5.89731,6.10407,-1.0636,7.45611,6.28058,0.61409,0.35058,0.16383,-0.3665,-0.17239,0.03171,10.088,-17.007,-57.841,359.702,-49.492,9.612,50.4243,3095
0.05048,5.89731,6.10407,-0.6467,7.47522,6.31453,0.89622,-2.53898,-1.2414,0.67357,-0.37032,0.36769,8.954,-20.764,-57.477,354.078,-49.664,5.847,50.4243,3130
1.70921,5.32521,4.72401,-0.6467,7.47522,6.31453,0.89622,-2.53898,-1.2414,0.67357,-0.37032,0.36769,8.954,-20.764,-57.477,354.078,-49.664,5.847,50.4243,3165
1.70921,5.32521,4.72401,-0.6467,7.47522,6.31453,0.89622,-2.53898,-1.2414,0.67357,-0.37032,0.36769,8.954,-20.764,-57.477,354.078,-49.664,5.847,50.4243,3201
1.70921,5.32521,4.72401,-0.6467,7.47522,6.31453,0.89622,-2.53898,-1.2414,0.67357,-0.37032,0.36769,8.954,-20.764,-57.477,354.078,-49.664,5.847,50.4243,3236
1.70921,5.32521,4.72401,-1.02257,8.13627,5.37827,2.16112,-0.20669,0.31346,0.75705,0.4649,-1.02525,12.125,-26.109,-55.38,357.303,-56.065,10.765,50.4243,3271
-1.56589,10.76621,6.5192,-1.02257,8.13627,5.37827,2.16112,-0.20669,0.31346,0.75705,0.4649,-1.02525,12.125,-26.109,-55.38,357.303,-56.065,10.765,50.4243,3306
-1.56589,10.76621,6.5192,-1.02257,8.13627,5.37827,2.16112,-0.20669,0.31346,0.75705,0.4649,-1.02525,12.125,-26.109,-55.38,357.303,-56.065,10.765,50.4243,3341
-1.56589,10.76621,6.5192,-1.02257,8.13627,5.37827,2.16112,-0.20669,0.31346,0.75705,0.4649,-1.02525,12.125,-26.109,-55.38,357.303,-56.065,10.765,50.5553,3375
-1.56589,10.76621,6.5192,-1.60198,8.59951,4.43312,-1.75064,2.73292,2.07987,-0.1637,-0.47253,0.72891,10.159,-27.579,-53.822,14.72,-61.271,19.868,50.5553,3410
0.30107,10.00713,7.78072,-1.60198,8.59951,4.43312,-1.75064,2.73292,2.07987,-0.1637,-0.47253,0.72891,10.159,-27.579,-53.822,14.72,-61.271,19.868,50.5553,3445
0.30107,10.00713,7.78072,-1.60198,8.59951,4.43312,-1.75064,2.73292,2.07987,-0.1637,-0.47253,0.72891,10.159,-27.579,-53.822,14.72,-61.271,19.868,50.5553,3481
0.30107,10.00713,7.78072,-0.85188,8.73898,4.36749,2.45843,-0.70466,-0.76561,-4.00E-04,-0.23186,0.0816,10.159,-27.579,-53.822,14.72,-61.271,19.868,50.5553,3519
0.30107,10.00713,7.78072,-0.85188,8.73898,4.36749,2.45843,-0.70466,-0.76561,-4.00E-04,-0.23186,0.0816,9.222,-29.169,-55.055,2.661,-63.015,11.037,50.5553,3550
0.20958,7.1942,3.33841,-0.85188,8.73898,4.36749,2.45843,-0.70466,-0.76561,-4.00E-04,-0.23186,0.0816,9.222,-29.169,-55.055,2.661,-63.015,11.037,50.5553,3586
0.20958,7.1942,3.33841,-0.85188,8.73898,4.36749,2.45843,-0.70466,-0.76561,-4.00E-04,-0.23186,0.0816,9.222,-29.169,-55.055,2.661,-63.015,11.037,50.5553,3621
0.20958,7.1942,3.33841,-0.87723,8.62872,4.57668,0.31617,-1.95851,-2.81217,-0.10303,-0.25548,-0.22054,7.913,-27.269,-55.217,3.965,-61.628,10.851,50.5553,3655
0.20958,7.1942,3.33841,-0.87723,8.62872,4.57668,0.31617,-1.95851,-2.81217,-0.10303,-0.25548,-0.22054,7.913,-27.269,-55.217,3.965,-61.628,10.851,50.5553,3690
-1.23012,7.36029,2.53127,-0.87723,8.62872,4.57668,0.31617,-1.95851,-2.81217,-0.10303,-0.25548,-0.22054,7.913,-27.269,-55.217,3.965,-61.628,10.851,51.2886,3725
-1.23012,7.36029,2.53127,-0.87723,8.62872,4.57668,0.31617,-1.95851,-2.81217,-0.10303,-0.25548,-0.22054,7.913,-27.269,-55.217,3.965,-61.628,10.851,51.2886,3760
-1.23012,7.36029,2.53127,-0.82554,8.54781,4.73538,-0.90767,0.79223,-1.80588,-0.18588,-0.08037,0.27036,7.913,-27.269,-55.217,3.965,-61.628,10.851,51.2886,3796
2.05171,10.07729,5.65492,-0.82554,8.54781,4.73538,-0.90767,0.79223,-1.80588,-0.18588,-0.08037,0.27036,6.32,-25.237,-55.296,5.628,-60.649,9.889,51.2886,3831
2.05171,10.07729,5.65492,-0.82554,8.54781,4.73538,-0.90767,0.79223,-1.80588,-0.18588,-0.08037,0.27036,6.32,-25.237,-55.296,5.628,-60.649,9.889,51.2886,3865
2.05171,10.07729,5.65492,-0.82554,8.54781,4.73538,-0.90767,0.79223,-1.80588,-0.18588,-0.08037,0.27036,6.32,-25.237,-55.296,5.628,-60.649,9.889,51.2886,3900
2.05171,10.07729,5.65492,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,6.32,-25.237,-55.296,5.628,-60.649,9.889,51.2886,3936
-3.04407,8.82564,9.41893,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,8.539,-21.548,-57.855,3.33,-54.987,10.833,51.2886,3970
-3.04407,8.82564,9.41893,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,8.539,-21.548,-57.855,3.33,-54.987,10.833,51.2886,4005
-3.04407,8.82564,9.41893,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,8.539,-21.548,-57.855,3.33,-54.987,10.833,51.2886,4040
-3.04407,8.82564,9.41893,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,8.539,-21.548,-57.855,3.33,-54.987,10.833,51.2886,4076
-3.04407,8.82564,9.41893,-1.05749,8.03182,5.52648,1.83774,1.31736,5.27662,-0.13947,-0.15448,-0.77663,8.539,-21.548,-57.855,3.33,-54.987,10.833,51.2886,4111
-1.79848,8.04352,6.7898,-1.41574,7.86896,5.67852,-0.32097,-0.16878,0.86352,-0.17978,-0.39984,0.06694,10.497,-22.852,-59.261,2.026,-54.987,10.833,51.2886,4146
-1.79848,8.04352,6.7898,-1.41574,7.86896,5.67852,-0.32097,-0.16878,0.86352,-0.17978,-0.39984,0.06694,10.497,-22.852,-59.261,2.026,-54.987,10.833,51.7379,4181
-1.79848,8.04352,6.7898,-1.41574,7.86896,5.67852,-0.32097,-0.16878,0.86352,-0.17978,-0.39984,0.06694,10.497,-22.852,-59.261,2.026,-54.987,10.833,51.7379,4215
0.02022,6.38089,3.94803,-0.82137,8.2978,5.16162,0.86741,-2.17775,-1.37585,-0.17978,-0.39984,0.06694,10.497,-22.852,-59.261,2.026,-54.987,10.833,51.7379,4250
0.02022,6.38089,3.94803,-0.82137,8.2978,5.16162,0.86741,-2.17775,-1.37585,-0.17978,-0.39984,0.06694,8.063,-27.167,-56.529,1.765,-57.794,9.042,51.7379,4285
0.02022,6.38089,3.94803,-0.82137,8.2978,5.16162,0.86741,-2.17775,-1.37585,0.76561,0.82776,-0.18329,8.063,-27.167,-56.529,1.765,-57.794,9.042,51.7379,4320
0.02022,6.38089,3.94803,-0.82137,8.2978,5.16162,0.86741,-2.17775,-1.37585,0.76561,0.82776,-0.18329,8.063,-27.167,-56.529,1.765,-57.794,9.042,51.7379,4355
-1.98396,10.28864,3.90871,-1.03384,8.73853,4.32894,-0.91893,1.28643,-0.55085,0.76561,0.82776,-0.18329,8.063,-27.167,-56.529,1.765,-57.794,9.042,51.7379,4390
-1.98396,10.28864,3.90871,-1.03384,8.73853,4.32894,-0.91893,1.28643,-0.55085,0.76561,0.82776,-0.18329,10.741,-27.922,-56.358,3.468,-63.009,13.432,51.7379,4425
-1.98396,10.28864,3.90871,-1.03384,8.73853,4.32894,-0.91893,1.28643,-0.55085,-0.3669,-0.72766,0.06084,10.741,-27.922,-56.358,3.468,-63.009,13.432,51.7379,4461
1.93312,10.75349,8.13957,-1.03384,8.73853,4.32894,-0.91893,1.28643,-0.55085,-0.3669,-0.72766,0.06084,10.741,-27.922,-56.358,3.468,-63.009,13.432,52.8972,4495
1.93312,10.75349,8.13957,-0.35089,8.53924,4.80922,2.29921,1.84453,3.12214,-0.3669,-0.72766,0.06084,10.741,-27.922,-56.358,3.468,-63.009,13.432,52.8972,4530
1.93312,10.75349,8.13957,-0.35089,8.53924,4.80922,2.29921,1.84453,3.12214,-0.3669,-0.72766,0.06084,4.729,-25.812,-58.17,358.842,-60.547,4.173,52.8972,4566
1.93312,10.75349,8.13957,-0.35089,8.53924,4.80922,2.29921,1.84453,3.12214,-0.36121,0.076,0.01135,4.729,-25.812,-58.17,358.842,-60.547,4.173,52.8972,4602
0.7572,7.09345,4.21207,-0.35089,8.53924,4.80922,2.29921,1.84453,3.12214,-0.36121,0.076,0.01135,4.729,-25.812,-58.17,358.842,-60.547,4.173,52.8972,4636
0.7572,7.09345,4.21207,0.03172,8.3932,5.07184,0.72421,-1.63631,-1.06315,-0.36121,0.076,0.01135,4.002,-27.002,-56.529,352.864,-58.856,-0.358,52.8972,4671
0.7572,7.09345,4.21207,0.03172,8.3932,5.07184,0.72421,-1.63631,-1.06315,-0.36121,0.076,0.01135,4.002,-27.002,-56.529,352.864,-58.856,-0.358,52.8972,4706
0.7572,7.09345,4.21207,0.03172,8.3932,5.07184,0.72421,-1.63631,-1.06315,0.15494,0.00169,-0.3649,4.002,-27.002,-56.529,352.864,-58.856,-0.358,52.8972,4740
-0.11276,7.1017,3.82355,0.03172,8.3932,5.07184,0.72421,-1.63631,-1.06315,0.15494,0.00169,-0.3649,4.002,-27.002,-56.529,352.864,-58.856,-0.358,53.0203,4775
