ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB),Time since start in ms 
3.57642,-7.76233,2.68694,-0.48395,-9.24943,-3.22244,4.04321,1.15928,5.79517,-0.58377,-2.11839,-0.31258,-18.173,19.76,13.779,284.199,88.258,129.402,72.2403,348301
3.57642,-7.76233,2.68694,-0.48395,-9.24943,-3.22244,4.04321,1.15928,5.79517,-0.58377,-2.11839,-0.31258,-18.173,19.76,13.779,284.199,88.258,129.402,72.2403,348336
-0.8596,3.57105,4.42726,-0.74923,-9.16422,-3.4097,-0.17045,12.00041,7.56354,-0.58377,-2.11839,-0.31258,-16.428,21.394,15.784,252.597,70.593,171.459,72.2403,348371
-0.8596,3.57105,4.42726,-0.74923,-9.16422,-3.4097,-0.17045,12.00041,7.56354,-0.58377,-2.11839,-0.31258,-16.428,21.394,15.784,252.597,70.593,171.459,72.2403,348406
-0.8596,3.57105,4.42726,-0.74923,-9.16422,-3.4097,-0.17045,12.00041,7.56354,-0.58458,-1.73723,0.52937,-16.428,21.394,15.784,252.597,70.593,171.459,72.2403,348441
-0.8596,3.57105,4.42726,-0.74923,-9.16422,-3.4097,-0.17045,12.00041,7.56354,-0.58458,-1.73723,0.52937,-16.428,21.394,15.784,252.597,70.593,171.459,72.2403,348475
-3.94141,-10.11705,-6.70039,-1.25604,-8.92833,-3.85715,-2.76431,-1.74988,-3.08567,-0.58458,-1.73723,0.52937,-16.074,18.483,21.1,244.623,69.146,167.607,72.2403,348511
-3.94141,-10.11705,-6.70039,-1.25604,-8.92833,-3.85715,-2.76431,-1.74988,-3.08567,-0.58458,-1.73723,0.52937,-16.074,18.483,21.1,244.623,69.146,167.607,72.2403,348546
-3.94141,-10.11705,-6.70039,-1.25604,-8.92833,-3.85715,-2.76431,-1.74988,-3.08567,-0.01608,-0.17444,-0.63776,-16.074,18.483,21.1,244.623,69.146,167.607,72.2403,348581
-3.44777,-10.43796,5.08331,-1.25604,-8.92833,-3.85715,-2.76431,-1.74988,-3.08567,-0.01608,-0.17444,-0.63776,-17.697,22.314,12.677,277.865,65.566,161.963,74.2465,348616
-3.44777,-10.43796,5.08331,-0.5844,-9.20458,-3.33236,-2.90097,-1.82554,8.20129,-0.01608,-0.17444,-0.63776,-17.697,22.314,12.677,277.865,65.566,161.963,74.2465,348651
-3.44777,-10.43796,5.08331,-0.5844,-9.20458,-3.33236,-2.90097,-1.82554,8.20129,-0.01608,-0.17444,-0.63776,-17.697,22.314,12.677,277.865,65.566,161.963,74.2465,348685
-3.44777,-10.43796,5.08331,-0.5844,-9.20458,-3.33236,-2.90097,-1.82554,8.20129,4.2805,1.60825,0.5713,-17.697,22.314,12.677,277.865,65.566,161.963,74.2465,348720
3.55762,-11.59334,-0.77614,-1.1281,-9.71082,0.7731,4.62858,-2.37442,-1.51007,4.2805,1.60825,0.5713,-13.742,21.73,-5.907,320.383,69.819,170.053,74.2465,348755
3.55762,-11.59334,-0.77614,-1.1281,-9.71082,0.7731,4.62858,-2.37442,-1.51007,4.2805,1.60825,0.5713,-13.742,21.73,-5.907,320.383,69.819,170.053,74.2465,348791
3.55762,-11.59334,-0.77614,-1.1281,-9.71082,0.7731,4.62858,-2.37442,-1.51007,1.88919,0.267,0.34122,-13.742,21.73,-5.907,320.383,69.819,170.053,74.2465,348831
3.55762,-11.59334,-0.77614,-1.1281,-9.71082,0.7731,4.62858,-2.37442,-1.51007,1.88919,0.267,0.34122,-13.742,21.73,-5.907,320.383,69.819,170.053,74.2465,348861
-0.04182,-3.6351,-2.1102,-1.68871,-9.30407,2.59864,1.53038,5.02705,-4.52955,1.88919,0.267,0.34122,-11.234,19.952,-14.221,77.504,81.984,55.577,74.2465,348896
-0.04182,-3.6351,-2.1102,-1.68871,-9.30407,2.59864,1.53038,5.02705,-4.52955,1.88919,0.267,0.34122,-11.234,19.952,-14.221,77.504,81.984,55.577,71.2509,348932
-0.04182,-3.6351,-2.1102,-1.68871,-9.30407,2.59864,1.53038,5.02705,-4.52955,-0.52065,0.8414,0.07916,-11.234,19.952,-14.221,77.504,81.984,55.577,71.2509,348966
-0.04182,-3.6351,-2.1102,-1.68871,-9.30407,2.59864,1.53038,5.02705,-4.52955,-0.52065,0.8414,0.07916,-11.234,19.952,-14.221,77.504,81.984,55.577,71.2509,349001
8.49391,-15.33501,0.51765,-1.08561,-9.65731,1.31462,9.51072,-6.28971,-0.71366,-0.52065,0.8414,0.07916,-12.599,22.56,-4.21,50.436,71.577,33.018,71.2509,349036
8.49391,-15.33501,0.51765,-1.08561,-9.65731,1.31462,9.51072,-6.28971,-0.71366,-0.52065,0.8414,0.07916,-12.599,22.56,-4.21,50.436,71.577,33.018,71.2509,349071
8.49391,-15.33501,0.51765,-1.08561,-9.65731,1.31462,9.51072,-6.28971,-0.71366,-2.12639,2.58176,-1.25697,-12.599,22.56,-4.21,50.436,71.577,33.018,71.2509,349107
8.49391,-15.33501,0.51765,-1.08561,-9.65731,1.31462,9.51072,-6.28971,-0.71366,-2.12639,2.58176,-1.25697,-12.599,22.56,-4.21,50.436,71.577,33.018,71.2509,349141
-9.11395,-15.96716,-3.88617,-0.02208,-9.61473,-1.93049,-9.09237,-6.56822,-1.99901,-2.12639,2.58176,-1.25697,-16.586,22.452,9.059,255.881,78.646,179.345,71.2509,349176
-9.11395,-15.96716,-3.88617,-0.02208,-9.61473,-1.93049,-9.09237,-6.56822,-1.99901,-2.12639,2.58176,-1.25697,-16.586,22.452,9.059,255.881,78.646,179.345,71.2509,349212
-9.11395,-15.96716,-3.88617,-0.02208,-9.61473,-1.93049,-9.09237,-6.56822,-1.99901,-1.02887,-0.63075,-1.32132,-16.586,22.452,9.059,255.881,78.646,179.345,71.2509,349246
-0.19968,0.75293,3.03197,-0.02208,-9.61473,-1.93049,-9.09237,-6.56822,-1.99901,-1.02887,-0.63075,-1.32132,-16.586,22.452,9.059,255.881,78.646,179.345,72.8662,349281
-0.19968,0.75293,3.03197,0.14316,-9.10514,-3.63956,-0.33657,9.45963,6.51226,-1.02887,-0.63075,-1.32132,-17.966,19.403,14.972,239.36,78.646,179.345,72.8662,349316
-0.73543,3.72949,2.92715,0.14316,-9.10514,-3.63956,-0.33657,9.45963,6.51226,-1.02887,-0.63075,-1.32132,-17.966,19.403,14.972,239.36,78.646,179.345,72.8662,349351
-0.73543,3.72949,2.92715,0.14316,-9.10514,-3.63956,-0.33657,9.45963,6.51226,1.35326,-1.64641,0.22211,-17.966,19.403,14.972,239.36,78.646,179.345,72.8662,349387
-0.73543,3.72949,2.92715,0.14316,-9.10514,-3.63956,-0.33657,9.45963,6.51226,1.35326,-1.64641,0.22211,-17.966,19.403,14.972,238.174,68.197,-177.748,72.8662,349420
-0.73543,3.72949,2.92715,-0.6999,-9.16211,-3.42581,0.05162,-6.54206,-8.26265,1.35326,-1.64641,0.22211,-15.517,20.769,18.013,238.174,68.197,-177.748,72.8662,349455
-4.48914,-5.0618,-5.45149,-0.6999,-9.16211,-3.42581,0.05162,-6.54206,-8.26265,-1.1425,-0.65865,-0.80778,-15.517,20.769,18.013,238.174,68.197,-177.748,72.8662,349497
-4.48914,-5.0618,-5.45149,-0.6999,-9.16211,-3.42581,0.05162,-6.54206,-8.26265,-1.1425,-0.65865,-0.80778,-15.517,20.769,18.013,238.174,68.197,-177.748,72.8662,349525
-4.48914,-5.0618,-5.45149,-0.28814,-8.78108,-4.3566,0.05486,-8.63375,7.82012,-1.1425,-0.65865,-0.80778,-17.001,18.66,19.455,247.59,63.563,176.216,72.8662,349561
-4.48914,-5.0618,-5.45149,-0.28814,-8.78108,-4.3566,0.05486,-8.63375,7.82012,-1.1425,-0.65865,-0.80778,-17.001,18.66,19.455,247.59,63.563,176.216,72.5028,349596
-3.91821,-8.89508,6.35309,-0.28814,-8.78108,-4.3566,0.05486,-8.63375,7.82012,1.99303,1.99573,1.09401,-17.001,18.66,19.455,247.59,63.563,176.216,72.5028,349631
-3.91821,-8.89508,6.35309,-0.28814,-8.78108,-4.3566,0.05486,-8.63375,7.82012,1.99303,1.99573,1.09401,-17.001,18.66,19.455,247.59,63.563,176.216,72.5028,349666
-3.91821,-8.89508,6.35309,-0.70561,-9.66597,-1.49716,-2.31041,-5.86446,5.5237,1.99303,1.99573,1.09401,-12.849,23.724,-2.307,315.88,63.563,176.216,72.5028,349701
3.93309,-11.92224,0.6725,-0.70561,-9.66597,-1.49716,-2.31041,-5.86446,5.5237,1.99303,1.99573,1.09401,-12.849,23.724,-2.307,315.88,63.563,176.216,72.5028,349736
3.93309,-11.92224,0.6725,-0.70561,-9.66597,-1.49716,-2.31041,-5.86446,5.5237,2.18219,1.57057,0.60368,-12.849,23.724,-2.307,315.88,63.563,176.216,72.5028,349771
3.93309,-11.92224,0.6725,-0.70561,-9.66597,-1.49716,-2.31041,-5.86446,5.5237,2.18219,1.57057,0.60368,-12.849,23.724,-2.307,315.88,63.563,176.216,72.5028,349806
3.93309,-11.92224,0.6725,-1.92765,-9.47554,1.63362,4.50831,4.02784,-5.22007,2.18219,1.57057,0.60368,-5.258,19.742,-14.987,92.075,75.069,49.72,72.5028,349841
3.93309,-11.92224,0.6725,-1.92765,-9.47554,1.63362,4.50831,4.02784,-5.22007,2.18219,1.57057,0.60368,-5.258,19.742,-14.987,92.075,75.069,49.72,72.5028,349875
2.51755,-4.24565,-4.42201,-1.92765,-9.47554,1.63362,4.50831,4.02784,-5.22007,0.99875,0.07152,-0.11079,-5.258,19.742,-14.987,92.075,75.069,49.72,71.6055,349910
2.51755,-4.24565,-4.42201,-1.92765,-9.47554,1.63362,4.50831,4.02784,-5.22007,0.99875,0.07152,-0.11079,-5.258,19.742,-14.987,92.075,75.069,49.72,71.6055,349946
2.51755,-4.24565,-4.42201,-2.21417,-9.20751,2.54748,3.77106,0.62701,-3.93135,0.99875,0.07152,-0.11079,-4.407,18.782,-15.993,99.803,69.868,40.996,71.6055,349981
2.51755,-4.24565,-4.42201,-2.21417,-9.20751,2.54748,3.77106,0.62701,-3.93135,0.99875,0.07152,-0.11079,-4.407,18.782,-15.993,99.803,69.868,40.996,71.6055,350015
4.95757,-11.71851,-1.45534,-2.21417,-9.20751,2.54748,3.77106,0.62701,-3.93135,-1.93784,0.16743,-1.16493,-4.407,18.782,-15.993,99.803,69.868,40.996,71.6055,350051
4.95757,-11.71851,-1.45534,-2.21417,-9.20751,2.54748,3.77106,0.62701,-3.93135,-1.93784,0.16743,-1.16493,-13.062,24.161,-2.448,36.836,69.868,40.996,71.6055,350086
4.95757,-11.71851,-1.45534,-0.77193,-9.77421,0.1983,-0.82617,-12.83856,3.50079,-1.93784,0.16743,-1.16493,-13.062,24.161,-2.448,36.836,69.868,40.996,71.6055,350121
-9.66138,-18.13426,1.42146,-0.77193,-9.77421,0.1983,-0.82617,-12.83856,3.50079,-1.93784,0.16743,-1.16493,-13.062,24.161,-2.448,36.836,69.868,40.996,71.6055,350156
-9.66138,-18.13426,1.42146,-0.77193,-9.77421,0.1983,-0.82617,-12.83856,3.50079,-1.97978,-2.75635,-0.27858,-13.062,24.161,-2.448,36.836,69.868,40.996,71.6055,350191
-9.66138,-18.13426,1.42146,-0.32371,-9.43803,-2.6437,2.21382,-1.5692,5.53483,-1.97978,-2.75635,-0.27858,-15.778,22.195,12.218,258.218,74.241,173.019,71.6055,350232
-9.66138,-18.13426,1.42146,-0.32371,-9.43803,-2.6437,2.21382,-1.5692,5.53483,-1.97978,-2.75635,-0.27858,-15.778,22.195,12.218,258.218,74.241,173.019,70.8927,350261
1.6355,-5.37543,3.46132,-0.32371,-9.43803,-2.6437,2.21382,-1.5692,5.53483,-1.38521,-1.93738,-0.73692,-15.778,22.195,12.218,258.218,74.241,173.019,70.8927,350295
1.6355,-5.37543,3.46132,-0.32371,-9.43803,-2.6437,2.21382,-1.5692,5.53483,-1.38521,-1.93738,-0.73692,-15.778,22.195,12.218,258.218,74.241,173.019,70.8927,350330
1.6355,-5.37543,3.46132,-0.21073,-9.00875,-3.86891,-1.52401,10.51342,7.66559,-1.38521,-1.93738,-0.73692,-15.778,22.195,12.218,258.218,74.241,173.019,70.8927,350366
1.6355,-5.37543,3.46132,-0.21073,-9.00875,-3.86891,-1.52401,10.51342,7.66559,-1.38521,-1.93738,-0.73692,-16.725,20.743,17.007,250.191,66.728,176.882,70.8927,350403
-0.66229,0.82797,-1.80991,-0.21073,-9.00875,-3.86891,-1.52401,10.51342,7.66559,1.5699,-1.81195,0.44405,-16.725,20.743,17.007,250.191,66.728,176.882,70.8927,350436
-0.66229,0.82797,-1.80991,-0.21073,-9.00875,-3.86891,-1.52401,10.51342,7.66559,1.5699,-1.81195,0.44405,-16.725,20.743,17.007,250.191,66.728,176.882,70.8927,350471
-0.66229,0.82797,-1.80991,-0.9519,-9.0446,-3.66872,-0.96129,-6.83406,-12.37394,1.5699,-1.81195,0.44405,-14.346,19.16,24.213,227.905,66.728,176.882,70.8927,350506
0.6035,-14.14152,2.62325,-0.9519,-9.0446,-3.66872,-0.96129,-6.83406,-12.37394,1.5699,-1.81195,0.44405,-14.346,19.16,24.213,227.905,66.728,176.882,70.8927,350546
0.6035,-14.14152,2.62325,-0.9519,-9.0446,-3.66872,-0.96129,-6.83406,-12.37394,-0.25166,3.05679,0.1095,-14.346,19.16,24.213,227.905,66.728,176.882,73.7147,350576
0.6035,-14.14152,2.62325,-0.9519,-9.0446,-3.66872,-0.96129,-6.83406,-12.37394,-0.25166,3.05679,0.1095,-14.346,19.16,24.213,227.905,66.728,176.882,73.7147,350611
0.6035,-14.14152,2.62325,-0.14622,-8.87785,-4.16327,-0.70882,-1.41085,8.88839,-0.25166,3.05679,0.1095,-16.774,20.018,17.587,247.639,64.862,177.989,73.7147,350647
0.6035,-14.14152,2.62325,-0.14622,-8.87785,-4.16327,-0.70882,-1.41085,8.88839,-0.25166,3.05679,0.1095,-16.774,20.018,17.587,247.639,64.862,177.989,73.7147,350681
-2.23627,-12.23227,3.35327,-0.14622,-8.87785,-4.16327,-0.70882,-1.41085,8.88839,3.51408,4.13313,0.63179,-16.774,20.018,17.587,247.639,64.862,177.989,73.7147,350715
-2.23627,-12.23227,3.35327,-0.14622,-8.87785,-4.16327,-0.70882,-1.41085,8.88839,3.51408,4.13313,0.63179,-16.774,20.018,17.587,247.639,64.862,177.989,73.7147,350750
-2.23627,-12.23227,3.35327,-0.51458,-9.76075,-0.79588,0.45597,-2.83619,0.60782,3.51408,4.13313,0.63179,-14.966,23.238,-2.917,319.489,84.454,147.115,73.7147,350786
5.51767,-8.99754,0.22368,-0.51458,-9.76075,-0.79588,0.45597,-2.83619,0.60782,3.51408,4.13313,0.63179,-14.966,23.238,-2.917,319.489,84.454,147.115,73.7147,350820
5.51767,-8.99754,0.22368,-0.51458,-9.76075,-0.79588,0.45597,-2.83619,0.60782,1.76497,2.35289,0.18178,-14.966,23.238,-2.917,319.489,84.454,147.115,73.7147,350855
5.51767,-8.99754,0.22368,-1.33786,-9.56113,1.72202,1.75947,3.5243,-5.83729,1.76497,2.35289,0.18178,-8.467,19.37,-14.314,96.766,77.152,37.844,71.783,350891
5.51767,-8.99754,0.22368,-1.33786,-9.56113,1.72202,1.75947,3.5243,-5.83729,1.76497,2.35289,0.18178,-8.467,19.37,-14.314,96.766,77.152,37.844,71.783,350927
2.23679,-7.66344,-1.29161,-1.33786,-9.56113,1.72202,1.75947,3.5243,-5.83729,-0.05089,0.55492,-0.13808,-8.467,19.37,-14.314,96.766,77.152,37.844,71.783,350963
2.23679,-7.66344,-1.29161,-1.33786,-9.56113,1.72202,1.75947,3.5243,-5.83729,-0.05089,0.55492,-0.13808,-8.467,19.37,-14.314,96.766,77.152,37.844,71.783,350995
2.23679,-7.66344,-1.29161,-1.29328,-9.56077,1.75771,5.8471,-2.72605,-5.42772,-0.05089,0.55492,-0.13808,-8.467,19.37,-14.314,96.766,77.152,37.844,71.783,351031
2.23679,-7.66344,-1.29161,-1.29328,-9.56077,1.75771,5.8471,-2.72605,-5.42772,-0.05089,0.55492,-0.13808,-9.184,21.783,-10.448,80.339,77.143,36.345,71.783,351068
5.6235,-19.02757,1.06953,-1.29328,-9.56077,1.75771,5.8471,-2.72605,-5.42772,-4.073,-0.57639,-2.48094,-9.184,21.783,-10.448,80.339,77.143,36.345,71.783,351101
5.6235,-19.02757,1.06953,-1.29328,-9.56077,1.75771,5.8471,-2.72605,-5.42772,-4.073,-0.57639,-2.48094,-9.184,21.783,-10.448,80.339,77.143,36.345,71.783,351136
5.6235,-19.02757,1.06953,0.35138,-9.66141,-1.64443,-9.62136,-13.00965,4.10864,-4.073,-0.57639,-2.48094,-9.184,21.783,-10.448,80.339,77.143,36.345,71.783,351172
-1.20576,-11.01074,0.97801,0.35138,-9.66141,-1.64443,-9.62136,-13.00965,4.10864,-4.073,-0.57639,-2.48094,-15.799,21.169,7.993,242.097,80.127,-167.939,71.783,351206
-1.20576,-11.01074,0.97801,0.35138,-9.66141,-1.64443,-9.62136,-13.00965,4.10864,-2.66415,-0.16446,-0.02835,-15.799,21.169,7.993,242.097,80.127,-167.939,70.8285,351240
-1.20576,-11.01074,0.97801,0.35138,-9.66141,-1.64443,-9.62136,-13.00965,4.10864,-2.66415,-0.16446,-0.02835,-15.799,21.169,7.993,242.097,80.127,-167.939,70.8285,351276
-1.20576,-11.01074,0.97801,0.00235,-8.90815,-4.10065,2.03073,3.58031,7.06568,-2.66415,-0.16446,-0.02835,-16.626,20.113,18.637,242.338,65.282,-179.967,70.8285,351312
-1.20576,2.53366,4.61331,0.00235,-8.90815,-4.10065,2.03073,3.58031,7.06568,-2.66415,-0.16446,-0.02835,-16.626,20.113,18.637,242.338,65.282,-179.967,70.8285,351346
-0.3625,2.53366,4.61331,0.00235,-8.90815,-4.10065,2.03073,3.58031,7.06568,0.03584,-1.70912,-0.50195,-16.626,20.113,18.637,242.338,65.282,-179.967,70.8285,351381
-0.3625,2.53366,4.61331,0.00235,-8.90815,-4.10065,2.03073,3.58031,7.06568,0.03584,-1.70912,-0.50195,-16.626,20.113,18.637,242.338,65.282,-179.967,70.8285,351416
-0.3625,2.53366,4.61331,-0.40912,-9.00801,-3.8547,0.63773,11.53928,5.91847,0.03584,-1.70912,-0.50195,-15.665,20.946,16.739,252.224,66.717,173.942,70.8285,351453
-4.16937,-18.91241,-13.56822,-0.40912,-9.00801,-3.8547,0.63773,11.53928,5.91847,0.03584,-1.70912,-0.50195,-15.665,20.946,16.739,252.224,66.717,173.942,70.8285,351486
-4.16937,-18.91241,-13.56822,-0.40912,-9.00801,-3.8547,0.63773,11.53928,5.91847,-2.02072,-2.31694,-0.74141,-15.665,20.946,16.739,252.224,66.717,173.942,70.8285,351521
-4.16937,-18.91241,-13.56822,-0.40912,-9.00801,-3.8547,0.63773,11.53928,5.91847,-2.02072,-2.31694,-0.74141,-15.665,20.946,16.739,252.224,66.717,173.942,71.7468,351555
-4.16937,-18.91241,-13.56822,-0.75784,-8.60311,-4.6457,-6.19049,-1.47963,3.86444,-2.02072,-2.31694,-0.74141,-17.418,18.184,20.583,250.493,61.315,170.735,71.7468,351591
2.75777,-12.2869,6.17024,-0.75784,-8.60311,-4.6457,-6.19049,-1.47963,3.86444,0.6465,0.70029,-0.58768,-17.418,18.184,20.583,250.493,61.315,170.735,71.7468,351629
2.75777,-12.2869,6.17024,-0.75784,-8.60311,-4.6457,-6.19049,-1.47963,3.86444,0.6465,0.70029,-0.58768,-17.418,18.184,20.583,250.493,61.315,170.735,71.7468,351661
2.75777,-12.2869,6.17024,-0.09577,-9.17251,-3.4679,-2.7157,-2.88282,7.19308,0.6465,0.70029,-0.58768,-17.418,18.184,20.583,250.493,61.315,170.735,71.7468,351696
2.75777,-12.2869,6.17024,-0.09577,-9.17251,-3.4679,-2.7157,-2.88282,7.19308,0.6465,0.70029,-0.58768,-16.776,21.254,4.683,280.558,69.282,178.418,71.7468,351731
-0.81357,-13.5233,1.89894,-0.09577,-9.17251,-3.4679,-2.7157,-2.88282,7.19308,4.18257,1.74854,0.72545,-16.776,21.254,4.683,280.558,69.282,178.418,71.7468,351765
-0.81357,-13.5233,1.89894,-0.09577,-9.17251,-3.4679,-2.7157,-2.88282,7.19308,4.18257,1.74854,0.72545,-16.776,21.254,4.683,280.558,69.282,178.418,71.7468,351800
-0.81357,-13.5233,1.89894,-0.85139,-9.75218,0.58356,4.04015,-1.09423,-0.24293,4.18257,1.74854,0.72545,-16.776,21.254,4.683,280.558,69.282,178.418,71.7468,351836
2.10797,-6.29288,-2.28595,-0.85139,-9.75218,0.58356,4.04015,-1.09423,-0.24293,4.18257,1.74854,0.72545,-10.538,19.15,-11.783,75.141,83.958,55.572,72.8697,351873
2.10797,-6.29288,-2.28595,-0.85139,-9.75218,0.58356,4.04015,-1.09423,-0.24293,1.76375,3.43675,0.29315,-10.538,19.15,-11.783,75.141,83.958,55.572,72.8697,351905
2.10797,-6.29288,-2.28595,-0.85139,-9.75218,0.58356,4.04015,-1.09423,-0.24293,1.76375,3.43675,0.29315,-10.538,19.15,-11.783,75.141,83.958,55.572,72.8697,351940
2.10797,-6.29288,-2.28595,-1.62429,-9.43748,2.11331,4.00919,2.50868,-4.23552,1.76375,3.43675,0.29315,-10.538,19.15,-11.783,75.141,83.958,55.572,72.8697,351976
3.50909,-10.53126,-1.1515,-1.62429,-9.43748,2.11331,4.00919,2.50868,-4.23552,1.76375,3.43675,0.29315,-8.054,15.277,-17.162,104.124,74.229,37.546,72.8697,352011
3.50909,-10.53126,-1.1515,-1.62429,-9.43748,2.11331,4.00919,2.50868,-4.23552,-0.00426,-0.50003,-0.22522,-8.054,15.277,-17.162,104.124,74.229,37.546,72.8697,352046
3.50909,-10.53126,-1.1515,-1.62429,-9.43748,2.11331,4.00919,2.50868,-4.23552,-0.00426,-0.50003,-0.22522,-8.054,15.277,-17.162,104.124,74.229,37.546,72.8697,352081
3.50909,-10.53126,-1.1515,-0.77299,-9.63418,1.65998,3.95123,-4.40398,-4.08952,-0.00426,-0.50003,-0.22522,-11.841,20.615,-10.345,90.031,79.238,24.97,72.8697,352116
3.50909,-10.53126,-1.1515,-0.77299,-9.63418,1.65998,3.95123,-4.40398,-4.08952,-0.00426,-0.50003,-0.22522,-11.841,20.615,-10.345,90.031,79.238,24.97,72.8697,352151
-3.46367,-22.27206,3.35631,-0.77299,-9.63418,1.65998,3.95123,-4.40398,-4.08952,-3.51834,-0.32024,-1.20341,-11.841,20.615,-10.345,90.031,79.238,24.97,67.4891,352185
-3.46367,-22.27206,3.35631,-0.77299,-9.63418,1.65998,3.95123,-4.40398,-4.08952,-3.51834,-0.32024,-1.20341,-11.841,20.615,-10.345,90.031,79.238,24.97,67.4891,352221
-3.46367,-22.27206,3.35631,0.1003,-9.56555,-2.15882,-9.36693,-9.04932,2.42164,-3.51834,-0.32024,-1.20341,-15.608,22.725,5.623,264.537,77.269,-177.34,67.4891,352256
2.71915,-9.74713,1.44528,0.1003,-9.56555,-2.15882,-9.36693,-9.04932,2.42164,-1.79042,-0.34752,-1.00285,-15.608,22.725,5.623,264.537,77.269,-177.34,67.4891,352298
2.71915,-9.74713,1.44528,0.1003,-9.56555,-2.15882,-9.36693,-9.04932,2.42164,-1.79042,-0.34752,-1.00285,-15.608,22.725,5.623,264.537,77.269,-177.34,67.4891,352326
2.71915,-9.74713,1.44528,0.25693,-8.71922,-4.48102,0.85228,6.50505,7.63593,-1.79042,-0.34752,-1.00285,-15.608,22.725,5.623,264.537,77.269,-177.34,67.4891,352362
2.71915,-9.74713,1.44528,0.25693,-8.71922,-4.48102,0.85228,6.50505,7.63593,-1.79042,-0.34752,-1.00285,-16.083,20.715,14.653,253.359,62.762,-176.718,67.4891,352396
-0.22975,3.09146,3.49304,0.25693,-8.71922,-4.48102,0.85228,6.50505,7.63593,0.67357,-1.16769,-0.16841,-16.083,20.715,14.653,253.359,62.762,-176.718,67.4891,352430
-0.22975,3.09146,3.49304,0.25693,-8.71922,-4.48102,0.85228,6.50505,7.63593,0.67357,-1.16769,-0.16841,-16.083,20.715,14.653,253.359,62.762,-176.718,67.4891,352466
-0.22975,3.09146,3.49304,-0.26184,-8.82098,-4.27693,-0.74403,2.92338,-6.08936,0.67357,-1.16769,-0.16841,-16.083,20.715,14.653,253.359,62.762,-176.718,67.4891,352501
-1.35478,-16.46225,-11.35356,-0.26184,-8.82098,-4.27693,-0.74403,2.92338,-6.08936,0.67357,-1.16769,-0.16841,-17.287,20.905,12.466,267.853,64.091,176.497,71.3435,352538
-1.35478,-16.46225,-11.35356,-0.26184,-8.82098,-4.27693,-0.74403,2.92338,-6.08936,-1.80997,-2.13286,-1.2975,-17.287,20.905,12.466,267.853,64.091,176.497,71.3435,352573
-1.35478,-16.46225,-11.35356,-0.26184,-8.82098,-4.27693,-0.74403,2.92338,-6.08936,-1.80997,-2.13286,-1.2975,-17.287,20.905,12.466,267.853,64.091,176.497,71.3435,352606
-1.35478,-16.46225,-11.35356,-0.08398,-8.30256,-5.21831,-3.83956,-5.90047,2.56899,-1.80997,-2.13286,-1.2975,-17.287,20.905,12.466,267.853,64.091,176.497,71.3435,352641
-1.35478,-5.02441,4.89394,-0.08398,-8.30256,-5.21831,-3.83956,-5.90047,2.56899,-1.80997,-2.13286,-1.2975,-19.839,19.681,16.251,262.607,57.847,179.078,71.3435,352676
-3.25984,-5.02441,4.89394,-0.08398,-8.30256,-5.21831,-3.83956,-5.90047,2.56899,1.49925,1.84424,0.50514,-19.839,19.681,16.251,262.607,57.847,179.078,71.3435,352711
-3.25984,-5.02441,4.89394,-0.08398,-8.30256,-5.21831,-3.83956,-5.90047,2.56899,1.49925,1.84424,0.50514,-19.839,19.681,16.251,262.607,57.847,179.078,71.3435,352747
-3.25984,-5.02441,4.89394,0.23905,-9.20192,-3.38201,-4.69363,-4.81771,7.864,1.49925,1.84424,0.50514,-19.839,19.681,16.251,262.607,57.847,179.078,71.3435,352780
-3.25984,-5.02441,4.89394,0.23905,-9.20192,-3.38201,-4.69363,-4.81771,7.864,1.49925,1.84424,0.50514,-12.172,22.697,-8.089,319.442,69.774,-175.957,71.3435,352815
3.7988,-14.34444,0.75461,0.23905,-9.20192,-3.38201,-4.69363,-4.81771,7.864,2.44485,-5.22279,0.95839,-12.172,22.697,-8.089,319.442,69.774,-175.957,73.7524,352851
3.7988,-14.34444,0.75461,0.23905,-9.20192,-3.38201,-4.69363,-4.81771,7.864,2.44485,-5.22279,0.95839,-12.172,22.697,-8.089,319.442,69.774,-175.957,73.7524,352885
3.7988,-14.34444,0.75461,-0.74124,-9.7758,0.23397,7.05066,0.76681,-0.32376,2.44485,-5.22279,0.95839,-6.699,17.29,-18.953,83.511,85.454,72.482,73.7524,352921
-0.13783,-5.93434,-4.65428,-0.74124,-9.7758,0.23397,7.05066,0.76681,-0.32376,2.44485,-5.22279,0.95839,-6.699,17.29,-18.953,83.511,85.454,72.482,73.7524,352955
-0.13783,-5.93434,-4.65428,-0.74124,-9.7758,0.23397,7.05066,0.76681,-0.32376,1.66643,2.66565,0.14229,-6.699,17.29,-18.953,83.511,85.454,72.482,73.7524,352992
