loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2015-10-05 21:20:51.071,1,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.007323,17.88278198242188,-14.91757202148438,-31.707763671875,243.8136901855469,230.1024932861328,10,432176.9101462917,-0.0023345947265625,-0.001007080078125,-0.9600982666015625,432176.8950707917,-0.01281246800437122,0.005055745013406426,-0.01915132403097782,432176.8472970417,-0.1384440919176238,0.002698923758869791,0.003834423672093647,0.00769366230815649,0.09205858409404755,0.007063510362058878,-0.02027702517807484,0.007710146717727184,0.04616210237145424,XArbitraryZVertical,0.002005955142333371,0.001213620022515122,-0.06916400631684831,0.9976025478619268,0.002698900643736124,-0.003834414295852184,-0.9999890327453613,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.107,2,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.059623,18.03515625,-15.03610229492188,-31.85647583007812,243.6312255859375,229.9200286865234,10,432176.9592450834,0.0028839111328125,-0.0008392333984375,-0.9788360595703125,432176.9428445417,-0.0008412925883560313,-0.004599012886457836,-0.03439419284615534,432176.9428445417,-0.1378198407426234,0.008972238006870822,0.003206612669726847,-0.003259143326431513,-0.006375493481755257,-0.002142196055501699,-0.01440420001745224,0.006410952657461166,0.005493549164384604,XArbitraryZVertical,0.001908376415923411,0.004365055978294673,-0.06884743908408472,0.9976158251137168,0.00897207111120224,-0.00320660718716681,-0.9999545812606812,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.121,3,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.111677,18.30612182617188,-15.2054443359375,-31.45988464355469,243.7155456542969,230.0043487548828,10,432177.008337625,0.011871337890625,-0.0003662109375,-0.976806640625,432176.9906182917,0.00136220689757553,0.008570318703983996,-0.02849236155443075,432176.9428445417,-0.1378198407426234,0.008972238006870822,0.003206612669726847,-0.003259143326431513,-0.006375493481755257,-0.002142196055501699,-0.01440420001745224,0.006410952657461166,0.005493549164384604,XArbitraryZVertical,0.001908376415923411,0.004365055978294673,-0.06884743908408472,0.9976158251137168,0.00897207111120224,-0.00320660718716681,-0.9999545812606812,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.181,4,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.162679,18.20449829101562,-15.17156982421875,-31.55905151367188,243.6123199462891,229.901123046875,10,432177.05753475,0.001220703125,-0.0010223388671875,-0.9878692626953125,432177.0383920834,-0.001011468582012095,0.00858150398056233,-0.02614718189850697,432177.0383920834,-0.137753762471077,0.009147755454711368,0.002992459481852065,-0.003432665020227432,0.006801192183047533,0.006104293745011091,-0.009742680005729198,0.007005516439676285,0.01356452237814665,XArbitraryZVertical,0.001807449851311661,0.004460038644662977,-0.06881481096505532,0.9976178441528419,0.009147587232291698,-0.002992454916238785,-0.9999536871910095,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.220,5,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.21492,18.33999633789062,-14.86669921875,-31.5260009765625,244.206298828125,230.4951019287109,10,432177.1065156667,0.010040283203125,-0.00506591796875,-0.9814910888671875,432177.0861660417,0.001433046982571638,0.007409180468709448,-0.03560433324548735,432177.0383920834,-0.137753762471077,0.009147755454711368,0.002992459481852065,-0.003432665020227432,0.006801192183047533,0.006104293745011091,-0.009742680005729198,0.007005516439676285,0.01356452237814665,XArbitraryZVertical,0.001807449851311661,0.004460038644662977,-0.06881481096505532,0.9976178441528419,0.009147587232291698,-0.002992454916238785,-0.9999536871910095,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.279,6,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.267086,18.33999633789062,-15.03607177734375,-31.658203125,244.2028350830078,230.4916381835938,10,432177.1557333751,0.003173828125,-0.001556396484375,-0.9864044189453125,432177.1339396667,0.003712446559570458,0.006127134719945303,-0.02608193445180003,432177.1339396667,-0.1378817698740964,0.008919751229621213,0.002713584303793026,0.001287125633098185,0.004336662124842405,0.0061692139133811,0.0001441205968149006,-0.000414470792748034,0.01140062976628542,XArbitraryZVertical,0.001660778210494031,0.004355799001380445,-0.06887950179317608,0.9976140952610464,0.008919600397348404,-0.002713581081479788,-0.9999565482139587,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.318,7,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.267086,18.33999633789062,-15.03607177734375,-31.658203125,244.2028350830078,230.4916381835938,10,432177.204812875,0.007232666015625,-0.010009765625,-0.9857025146484375,432177.181713625,0.0002537992518845514,0.005003014423822857,-0.03323545145586187,432177.181713625,-0.1379892481681931,0.008685638260504802,0.002674355965553178,-0.002172398846596479,0.003208281705155969,-0.0009845254244282842,0.0003934814885724336,-0.002132165711373091,0.01504964660853148,XArbitraryZVertical,0.001633375912625694,0.004240285250543317,-0.06893339338340243,0.9976109158087477,0.00868549756705761,-0.002674352843314409,-0.9999586939811707,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.376,8,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.373016,18.57705688476562,-15.10385131835938,-31.36079406738281,244.1909484863281,230.4797515869141,10,432177.2537923334,0.0053863525390625,-0.003509521484375,-0.98443603515625,432177.2294872917,0.001462874386780526,-0.002239185844538623,-0.03081836645050595,432177.2294872917,-0.1380330132321479,0.008205855654193992,0.00270162843403239,-0.0009601538768038154,-0.004037377890199423,0.001432291232049465,-0.003139815758913755,0.00181661534588784,0.01822745427489281,XArbitraryZVertical,0.001630530533681505,0.003999991122157948,-0.06895555641154663,0.9976103812015855,0.008205733262002468,-0.002701625227928162,-0.9999626874923706,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.415,9,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.373016,18.57705688476562,-15.10385131835938,-31.36079406738281,244.1909484863281,230.4797515869141,10,432177.30288175,0.0070648193359375,-0.0023651123046875,-0.9836883544921875,432177.2772610834,0.0001861549601965387,0.0001235706745796767,-0.0213521603558193,432177.2772610834,-0.1381282672029755,0.007914296034227561,0.002403423052108865,-0.002239749999716878,-0.001678470405749977,0.01089824922382832,-0.0001169493480119854,-0.000938254059292376,0.01650632172822952,XArbitraryZVertical,0.001471915872348294,0.003864772571512781,-0.0690039082461372,0.9976078175532664,0.007914190180599689,-0.002403420628979802,-0.9999657869338989,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
2015-10-05 21:20:51.475,10,7046C08F-1AFD-4AA7-9EF7-651803F23386,my_iOS_device_1,1444105248.10902,37.87145478548706,-122.2584692951743,87.9624,-1,-1,10,65,-9999,1444105251.373016,18.57705688476562,-15.10385131835938,-31.36079406738281,244.1909484863281,230.4797515869141,10,432177.351988,0.00408935546875,0.001312255859375,-0.9895477294921875,432177.3250349584,0.002637861059723485,0.00499875336607873,-0.03676706937741595,432177.3250349584,-0.1381670079439136,0.007746218790430731,0.002459889419092395,0.0002153081150026992,0.003194641321897507,-0.004516927525401115,0.0002800051588565111,0.001498583238571882,0.01458489242941141,XArbitraryZVertical,0.001494355708802593,0.003778957559084138,-0.06902324426800947,0.9976067753035252,0.007746117655187845,-0.002459886949509382,-0.9999669790267944,0,0,0,-1,10.142.150.220,100.92.133.249,1,1,0.6,0
