loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,deviceOrientation
2015-10-05 22:32:02.842,1,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.836892,-5.504302978515625,-33.765380859375,-17.67874145507812,167.6063385009766,153.8951416015625,10,433514.6105393334,0.2847747802734375,-0.4119110107421875,-0.698028564453125,433514.6128974584,-0.03886457505196236,-0.5607597265009375,0.7481000596986705,433514.5969734167,-2.569343298131695,0.2113298913527812,0.5044372358206911,-0.2041132897138596,0.06417280435562134,0.9238960742950439,-0.08037779480218887,0.1005176082253456,0.2455730438232422,XArbitraryZVertical,-0.1680195097438395,0.2092468647077197,0.9163824903914888,-0.2970325323249079,0.183634027838707,-0.4833148419857025,-0.8559703826904297,0,0,0,-1,1
2015-10-05 22:32:02.845,2,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.836892,-5.504302978515625,-33.765380859375,-17.67874145507812,167.6063385009766,153.8951416015625,10,433514.6301772083,0.3237762451171875,-0.341033935546875,-0.6125030517578125,433514.6288217084,-0.1187716582953539,-1.150036315638335,1.101983834825599,433514.6128974584,-2.554822800967537,0.1990923922456072,0.505593166434016,-0.04172383993864059,-0.5619739294052124,0.7812983393669128,0.1117397919297218,0.07241547107696533,0.1595766842365265,XArbitraryZVertical,-0.1640846473124395,0.21041294223516,0.9150684205425211,-0.3024109918341867,0.1730349808931351,-0.4843264818191528,-0.8576052188873291,0,0,0,-1,1
2015-10-05 22:32:02.848,3,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.836892,-5.504302978515625,-33.765380859375,-17.67874145507812,167.6063385009766,153.8951416015625,10,433514.6498192917,0.1193389892578125,-0.3607330322265625,-0.708892822265625,433514.6606700834,-0.4625985381978159,-0.6486408466802442,1.51229892818687,433514.644745875,-2.511342776466878,0.1426877926712089,0.5069205306219006,-0.3052798211574554,-1.207791209220886,1.463090062141418,0.07791894674301147,0.1533187627792358,0.2115046977996826,XArbitraryZVertical,-0.1431280713834136,0.2164135427837288,0.9125001208993188,-0.3162642297835996,0.1243210434913635,-0.4854873418807983,-0.8653590679168701,0,0,0,-1,1
2015-10-05 22:32:02.853,4,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.836892,-5.504302978515625,-33.765380859375,-17.67874145507812,167.6063385009766,153.8951416015625,10,433514.669576375,0.0077972412109375,-0.42791748046875,-0.788848876953125,433514.6765943334,-0.6866601344022155,0.2835787191938174,1.451223589643647,433514.6606700834,-2.48271297723071,0.1148987585337744,0.5036190883919455,-0.4654577672481537,-0.6498550772666931,1.545496940612793,-0.03321214392781258,0.0764857679605484,0.1255141645669937,XArbitraryZVertical,-0.1330891766616732,0.2173795761953932,0.9102427920135566,-0.3263302782397302,0.1004118546843529,-0.4825984537601471,-0.87006676197052,0,0,0,-1,1
2015-10-05 22:32:02.880,5,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.862621,-6.41876220703125,-33.49441528320312,-17.74482727050781,167.2647552490234,153.5535583496094,10,433514.6891034167,0.0513458251953125,-0.448699951171875,-1.009002685546875,433514.6925184584,-0.675148886906457,0.8767102340091042,1.380062593736185,433514.6765943334,-2.454185170695179,0.1005057021014108,0.4964063046075806,-0.6895193457603455,0.282364547252655,1.484421491622925,-0.08042868971824646,0.04835120588541031,0.08601358532905579,XArbitraryZVertical,-0.1285225168460633,0.2145943443708518,0.907350307765854,-0.3378559589896753,0.08822593092918396,-0.4762686789035797,-0.8748624324798584,0,0,0,-1,1
2015-10-05 22:32:02.910,6,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.890428,-7.688873291015625,-32.833984375,-17.86050415039062,165.4028167724609,151.6916198730469,10,433514.708751625,0.104827880859375,-0.4386138916015625,-1.175140380859375,433514.7084426667,-0.4294722763466473,0.7200918608304162,1.404920006718766,433514.6925184584,-2.427238281671111,0.09941693608174348,0.487549349407174,-0.6780081391334534,0.8754960894584656,1.413260340690613,-0.03634278848767281,0.01976223662495613,-0.1298816055059433,XArbitraryZVertical,-0.1294609808518969,0.2089959588109743,0.9038711165428818,-0.3501107657829107,0.08768860995769501,-0.468462198972702,-0.8791210651397705,0,0,0,-1,1
2015-10-05 22:32:02.913,7,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.890428,-7.688873291015625,-32.833984375,-17.86050415039062,165.4028167724609,151.6916198730469,10,433514.72839575,0.04974365234375,-0.407928466796875,-1.159912109375,433514.740291125,0.3924745772188304,-0.1682862145465431,1.542731935227642,433514.7243669167,-2.373560347080012,0.09257137487611719,0.480548444309257,-0.06648531556129456,0.1578404754400253,1.519447088241577,0.01188711915165186,0.04657038301229477,-0.2857411205768585,XArbitraryZVertical,-0.1307257961044826,0.2035641649812338,0.8954429478765357,-0.3737035242897063,0.08196969330310822,-0.4622655808925629,-0.8829448223114014,0,0,0,-1,1
2015-10-05 22:32:02.931,8,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.914455,-8.58642578125,-32.0718994140625,-17.81094360351562,162.9798889160156,149.2686920166016,10,433514.7480420001,0.0830535888671875,-0.4209747314453125,-0.9597320556640625,433514.7562155417,0.4010520864577577,-0.1766051308436236,1.510835254851763,433514.740291125,-2.346229343489804,0.07947940676484488,0.4864421068151458,0.3896153569221497,-0.1695003807544708,1.575929284095764,-0.03196271508932114,0.05569472908973694,-0.2515098750591278,XArbitraryZVertical,-0.1287462640802534,0.2069271987063327,0.8904135043771141,-0.3844077589537172,0.07018598169088364,-0.4674836695194244,-0.8812110424041748,0,0,0,-1,1
2015-10-05 22:32:02.951,9,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.941063,-9.839599609375,-31.86871337890625,-17.51350402832031,161.0315399169922,147.3203430175781,10,433514.76779725,0.1084442138671875,-0.418121337890625,-0.92535400390625,433514.7721397083,0.4722522308332441,-0.1942400509499103,1.725272985824943,433514.7562155417,-2.318833961181759,0.06286291595519333,0.4942056652190672,0.3982312977313995,-0.177794486284256,1.544082045555115,0.02774892933666706,0.05335777997970581,-0.0811251699924469,XArbitraryZVertical,-0.1256886568313432,0.2118936472820173,0.8852167329066645,-0.3945817780480146,0.05530466139316559,-0.4743325114250183,-0.878606915473938,0,0,0,-1,1
2015-10-05 22:32:02.980,10,7046C08F-1AFD-4AA7-9EF7-651803F23386,1444109516.619915,37.87140919645066,-122.2584902225184,87.72093,-1,-1,10,65,-9999,1444109522.96663,-10.77099609375,-31.51309204101562,-17.23258972167969,159.1836090087891,145.472412109375,10,433514.7873717917,-0.034210205078125,-0.453155517578125,-0.951141357421875,433514.7880639167,0.4219810705163634,-0.3719466652203907,1.973377866666687,433514.7721397083,-2.288835700433095,0.0458889247620108,0.5033040886161011,0.4694314301013947,-0.1954293847084045,1.758519649505615,0.06825990974903107,0.06420119106769562,-0.05028246343135834,XArbitraryZVertical,-0.1231856228591473,0.2174615640357515,0.8791971044098774,-0.4056454388813469,0.04018430411815643,-0.4823225140571594,-0.8750715255737305,0,0,0,-1,1
