0,-0.039501,0.001448,0.020846,0.166454,-0.45674,-0.873889
0.013814,-0.025463,0.006618,0.005985,0.166515,-0.455547,-0.8745
0.014,0.002321,0.002159,0.006793,0.166365,-0.454399,-0.875125
0.029636,0.02435,0.017044,0.002878,0.165271,-0.45308,-0.876016
0.045744,0.006322,0.039266,0.01116,0.164012,-0.451711,-0.876959
0.045824,0.020697,0.024242,0.048278,0.163888,-0.449779,-0.877975
0.061785,-0.011956,0.033933,0.070704,0.163018,-0.447446,-0.879328
0.078132,-0.02414,0.019341,0.057367,0.162568,-0.444207,-0.881052
0.078157,-0.021108,0.008079,0.039357,0.161962,-0.44036,-0.883092
0.093437,-0.036083,0.00906,0.03129,0.160534,-0.436352,-0.88534
0.10969,-0.027481,0.010911,0.035022,0.159607,-0.432221,-0.887531
0.110726,-0.005536,0.020844,0.036195,0.157666,-0.428086,-0.889878
0.125775,-0.012096,0.040714,0.022827,0.154537,-0.42429,-0.892242
0.142108,-0.002057,0.03627,0.001097,0.149991,-0.420379,-0.894866
0.14425,0.013183,0.029597,-0.020329,0.144211,-0.418665,-0.896617
0.157443,-0.008699,0.008536,-0.090195,0.137041,-0.418875,-0.897643
0.173204,-0.017768,-0.010805,-0.150734,0.129004,-0.421858,-0.897438
0.173293,0.008568,0.022994,-0.135177,0.119834,-0.42749,-0.896043
0.189128,-0.002538,-0.027197,-0.135385,0.106923,-0.433512,-0.894782
0.205012,-0.093201,0.147176,0.205496,0.08786,-0.437338,-0.894995
0.205028,-0.136612,0.144403,0.252144,0.071884,-0.440118,-0.895058
0.220829,-0.155465,0.117381,0.22165,0.058969,-0.441584,-0.89528
0.23677,-0.097911,0.070813,0.201791,0.048519,-0.440518,-0.896432
0.236841,-0.098277,0.095957,0.14605,0.039073,-0.438532,-0.897866
0.252624,-0.041445,0.074391,0.062522,0.027422,-0.437917,-0.898597
0.268804,-0.05905,0.155068,0.293683,-0.002977,-0.43615,-0.899869
0.268882,-0.057948,0.130573,0.104864,0.012157,-0.438297,-0.898748
0.284821,-0.114585,0.047287,0.297132,-0.015191,-0.431458,-0.902005
0.30167,-0.146766,0.010864,0.208536,-0.025216,-0.425232,-0.904733
0.301843,-0.137237,-0.022562,0.07702,-0.03415,-0.418905,-0.907388
0.317242,-0.148875,-0.058368,-0.331553,-0.043752,-0.41586,-0.908376
0.333329,-0.200678,0.005117,-0.332739,-0.055639,-0.417623,-0.906915
0.33344,-0.335251,0.05605,-0.228733,-0.072754,-0.422597,-0.903393
0.350448,-0.37996,0.089117,-0.006585,-0.096664,-0.428762,-0.898231
0.367746,-0.307128,0.187477,0.299467,-0.124162,-0.432457,-0.893065
0.367861,-0.200766,0.250757,0.337818,-0.15188,-0.432871,-0.888569
0.382395,0.189402,0.254306,0.46384,-0.180323,-0.432422,-0.883456
0.399067,1.062955,0.205185,0.802271,-0.202939,-0.43283,-0.878336
0.399219,-0.106672,0.806556,0.406642,-0.214754,-0.437262,-0.873317
0.412215,0.026485,0.416395,0.264174,-0.228771,-0.441038,-0.867842
0.427943,-0.127407,0.49831,0.436015,-0.249302,-0.441318,-0.862025
0.428013,-0.123076,0.499044,0.603122,-0.271501,-0.439427,-0.856266
0.44417,-0.071311,0.541367,0.845292,-0.292062,-0.433777,-0.852372
0.459982,-0.02719,0.70087,0.8784,-0.310181,-0.421481,-0.852139
0.460049,-0.01482,0.780042,0.770081,-0.327237,-0.400251,-0.855988
0.475527,-0.02316,0.781912,0.727576,-0.34688,-0.37026,-0.861732
0.491838,-0.026487,0.771722,0.667576,-0.369677,-0.333245,-0.867345
0.491908,0.029886,0.782926,0.575281,-0.395456,-0.290784,-0.87124
0.508257,0.04576,0.859067,0.326656,-0.423644,-0.245221,-0.872005
0.523811,0.032348,0.893843,0.019527,-0.455139,-0.200514,-0.86755
0.523891,0.082887,0.871534,-0.064853,-0.490358,-0.159299,-0.856839
0.539577,0.150455,0.861186,0.104926,-0.526814,-0.121592,-0.841239
0.555529,0.211921,0.814461,0.34652,-0.560187,-0.084359,-0.824059
0.555601,0.201836,0.831859,0.488974,-0.58828,-0.043223,-0.807501
0.57142,0.108143,0.915706,0.401528,-0.610386,0.00652,-0.792077
0.587396,-0.018958,0.95051,0.152472,-0.627862,0.064947,-0.77561
0.587469,0.017544,1.05822,-0.01467,-0.644421,0.1287,-0.753762
0.603775,0.080821,1.090906,-0.248394,-0.663661,0.196173,-0.721852
0.619374,0.088498,1.00844,-0.432825,-0.684384,0.265959,-0.678884
0.619496,-0.053399,0.894491,-0.421799,-0.699058,0.337366,-0.630477
0.635053,-0.225353,0.832894,-0.415407,-0.701283,0.408881,-0.583967
0.651308,-0.398079,0.853556,-0.539654,-0.690056,0.478613,-0.542911
0.651381,-0.484226,0.885073,-0.973988,-0.669522,0.54405,-0.505717
0.666909,-0.496702,0.874944,-1.535911,-0.644747,0.602045,-0.471001
0.683434,-0.731917,0.746548,-1.88016,-0.619142,0.649875,-0.440824
0.683508,-0.547321,0.5895,-1.972018,-0.593686,0.688744,-0.416135
0.700389,-0.573775,0.558654,-1.987604,-0.567231,0.71959,-0.400549
0.716213,-0.717062,0.131025,-1.982682,-0.537378,0.745745,-0.393813
0.716295,-0.720089,-0.002028,-1.895808,-0.504231,0.768065,-0.39475
0.732627,-0.700977,-0.096066,-1.769738,-0.469159,0.786694,-0.401252
0.748162,-0.693419,-0.165915,-1.525958,-0.43567,0.801688,-0.409253
0.748433,-0.705867,-0.302731,-1.263158,-0.406483,0.813305,-0.416301
0.762422,-0.628031,-0.438798,-0.927916,-0.382193,0.822114,-0.421968
0.778389,-0.671456,-0.482097,-0.637235,-0.36222,0.829433,-0.42525
0.77846,-0.734709,-0.562444,-0.38801,-0.346422,0.836339,-0.424887
0.794039,-0.732847,-0.588415,-0.17235,-0.334002,0.844412,-0.418821
0.810017,-0.825945,-0.750608,-0.061806,-0.326307,0.854963,-0.40319
0.810087,-0.702012,-0.93104,0.132107,-0.32196,0.868158,-0.377682
0.826232,-0.700068,-0.971041,0.200507,-0.318456,0.881762,-0.347968
0.841986,-0.60832,-0.64265,0.415654,-0.316438,0.893535,-0.318532
0.842059,-0.143079,-0.421441,0.426138,-0.313906,0.902551,-0.294729
0.85794,0.162376,-0.214665,0.399933,-0.307029,0.909734,-0.279495
0.873713,0.141657,-0.250615,0.289567,-0.297983,0.91567,-0.269731
0.873786,0.096834,-0.293685,0.200481,-0.292803,0.920333,-0.259334
0.889656,0.114786,-0.217621,0.086805,-0.29188,0.923539,-0.248762
0.905739,0.095649,-0.016723,0.126108,-0.293326,0.926101,-0.237268
0.905812,-0.013188,0.195928,0.191981,-0.297176,0.928431,-0.222941
0.921672,0.03734,0.11134,0.178056,-0.30388,0.930774,-0.203263
0.937966,0.202546,-0.095547,0.079653,-0.309785,0.933667,-0.17972
0.938041,0.184637,0.025396,0.132976,-0.312735,0.937373,-0.153393
0.953618,0.134871,0.11757,-0.213122,-0.312513,0.940825,-0.131086
0.969742,-0.047465,0.29475,-0.427874,-0.310933,0.942417,-0.123166
0.969815,-0.02337,0.20673,-0.224827,-0.310233,0.941952,-0.128383
0.985776,-0.021453,0.042112,-0.018163,-0.310945,0.940417,-0.137583
1.001741,0.00745,-0.02427,0.148602,-0.313099,0.938897,-0.142971
1.001812,0.059894,-0.053121,0.239827,-0.315311,0.938329,-0.141835
1.017718,0.048393,-0.107812,0.333386,-0.316383,0.939126,-0.133954
1.03358,0.103023,-0.195256,0.287335,-0.315501,0.941289,-0.120144
1.033696,0.047469,-0.14377,0.190938,-0.313888,0.944094,-0.100805
1.049355,-0.06841,0.044019,-0.014306,-0.314174,0.946047,-0.079307
1.065209,-0.116246,0.110588,-0.432318,-0.316707,0.946479,-0.062234
1.065276,0.054641,0.072343,-0.317033,-0.317306,0.946959,-0.050841
1.082549,0.195561,-0.002553,-0.118351,-0.312733,0.948949,-0.041164
1.099791,0.104548,0.011367,-0.066126,-0.304804,0.951951,-0.02973
1.099901,-0.0183,-0.137944,0.030058,-0.295696,0.955144,-0.016264
1.113062,0.002774,-0.23868,0.05727,-0.284787,0.95859,-0.001347
1.12894,-0.163553,-0.132783,0.085374,-0.273062,0.961885,0.014663
1.129011,-0.237664,-0.037941,0.064427,-0.263587,0.964104,0.032024
1.144348,0.042266,-0.453094,-0.024626,-0.254897,0.965606,0.051299
1.161232,0.276599,-0.735706,-0.071995,-0.240313,0.967914,0.073429
1.162588,0.20552,-0.700033,-0.359033,-0.222519,0.970785,0.089791
1.17631,0.142451,-0.648341,-0.042645,-0.205836,0.974055,0.094067
1.192557,0.139089,-0.672695,0.414943,-0.191579,0.977123,0.09235
1.192629,0.260041,-0.604318,0.098115,-0.176148,0.980172,0.090743
1.208382,0.38282,-0.673286,-0.386728,-0.154015,0.984077,0.088724
1.224492,0.179725,-0.703351,0.222313,-0.127982,0.987821,0.088494
1.224565,0.037041,-0.775989,0.358468,-0.102867,0.990467,0.091621
1.240394,-0.093785,-0.608885,-0.419971,-0.079661,0.992277,0.095081
1.256067,-0.302521,-0.278467,-1.220719,-0.06044,0.994714,0.083008
1.25614,-0.232456,-0.011831,-0.914232,-0.045696,0.997992,0.043871
1.272359,0.371931,1.614753,-0.107515,-0.032148,0.999444,-0.008848
1.288178,0.950522,1.714033,1.330428,-0.018606,0.998644,-0.048629
1.288245,-0.221825,1.065512,-0.900079,-0.009269,0.997217,-0.073981
1.303826,0.205905,4.306369,-0.3606,-0.003131,0.996747,-0.080531
1.319884,-1.041201,3.353114,0.380764,-0.001356,0.997091,-0.076214
1.319955,-0.227959,0.069789,0.158728,-0.006142,0.997472,-0.070792
1.335652,0.251072,-0.767463,0.247082,-0.012272,0.997947,-0.062863
1.35193,0.298285,-0.693104,-0.022708,-0.014929,0.998356,-0.055341
1.352004,-0.05749,0.018443,0.046068,-0.015844,0.998524,-0.051943
1.367326,-0.003558,-0.021254,0.037531,-0.016004,0.998488,-0.052591
1.384043,0.004994,-0.008406,0.018511,-0.015935,0.998366,-0.054873
1.384578,-0.017337,0.006629,0.001192,-0.016018,0.998254,-0.056856
1.399976,-0.019297,0.010346,-0.010452,-0.016531,0.998214,-0.057403
1.415209,-0.021718,0.008969,-0.014561,-0.017482,0.998263,-0.056255
1.415279,-0.03839,-0.005464,-0.022159,-0.018556,0.998353,-0.054287
1.432952,-0.031089,0.004491,-0.005937,-0.01954,0.998438,-0.052336
1.449936,-0.027329,0.022238,0.007092,-0.020553,0.998498,-0.050778
1.450096,-0.013438,0.048307,0.039941,-0.021672,0.998507,-0.050149
1.463159,-0.002754,0.024,0.036118,-0.022575,0.998476,-0.050354
1.479186,-0.00406,-0.084862,-0.008763,-0.023086,0.998467,-0.050303
1.479266,0.027576,0.078659,0.078879,-0.023457,0.998581,-0.047812
1.494695,0.031873,0.128974,0.12374,-0.024091,0.998849,-0.04148
1.510975,0.038706,0.18625,0.193266,-0.024836,0.99919,-0.031675
1.51104,0.046877,0.355437,0.160206,-0.025042,0.999543,-0.016926
1.52689,0.079236,0.310429,0.119144,-0.025403,0.999676,-0.00185
1.543178,0.079322,0.144026,0.175314,-0.026893,0.999605,0.008188
1.543253,-0.0169,0.118152,0.166755,-0.027748,0.999509,0.014566
1.558475,-0.045654,0.078584,0.178017,-0.027558,0.999419,0.020057
1.574752,-0.055026,0.041751,0.147132,-0.026655,0.999295,0.026437
1.574825,-0.081774,-0.007455,0.10736,-0.025129,0.999093,0.034379
1.590636,-0.110216,-0.079433,0.061312,-0.023176,0.998806,0.043012
1.606589,-0.124651,-0.152661,0.011427,-0.020765,0.998471,0.051225
1.606655,-0.13624,-0.225758,-0.028436,-0.018072,0.998128,0.058435
1.622256,-0.159428,-0.357297,-0.056216,-0.015407,0.997815,0.064242
1.638233,-0.155224,-0.383948,-0.058898,-0.013202,0.997565,0.06848
1.638306,-0.145032,-0.380527,-0.056914,-0.011767,0.997424,0.070754
1.654172,-0.116829,-0.368367,-0.053725,-0.011192,0.99741,0.071043
1.670577,-0.083251,-0.309389,-0.058803,-0.011506,0.997529,0.069301
1.67065,-0.028962,-0.230999,-0.061783,-0.012648,0.997784,0.065323
1.686082,0.020524,-0.151844,-0.063701,-0.014375,0.998112,0.059719
1.70208,0.059244,-0.084608,-0.060381,-0.016352,0.998457,0.053072
1.702145,0.084485,-0.020404,-0.046245,-0.018247,0.998797,0.045513
1.718221,0.071261,0.024044,-0.035904,-0.019824,0.999104,0.037399
1.733987,0.038795,0.05415,-0.008076,-0.020744,0.999363,0.029057
1.73408,-0.009679,0.069898,0.024439,-0.020991,0.99956,0.02094
1.749493,-0.108878,0.071638,0.072635,-0.020577,0.999697,0.013485
1.766304,-0.165552,0.058809,0.101034,-0.019644,0.999784,0.006724
1.766398,-0.209526,0.050461,0.131283,-0.018303,0.999832,0.000965
1.782643,-0.20681,0.04768,0.148186,-0.016884,0.999851,-0.003471
1.797496,-0.200302,0.052464,0.15326,-0.015427,0.999858,-0.006745
1.79756,-0.202883,0.055105,0.165248,-0.014174,0.999857,-0.009181
1.815098,-0.214143,0.063947,0.174344,-0.013365,0.99985,-0.010998
1.829623,-0.228716,0.061687,0.175144,-0.013136,0.999837,-0.012409
1.831878,-0.190067,0.068625,0.17125,-0.013104,0.999826,-0.013291
1.845329,-0.140042,0.067645,0.157545,-0.01279,0.999829,-0.01335
1.861402,-0.096388,0.075868,0.132863,-0.011599,0.999847,-0.013127
1.861473,-0.053209,0.121264,0.126239,-0.009519,0.999875,-0.012607
1.877165,-0.069656,0.249489,0.036571,-0.006928,0.999901,-0.012264
1.893449,-0.11094,0.298502,0.005718,-0.004538,0.999914,-0.01228
1.893515,-0.179281,0.325266,-0.007055,-0.003046,0.999914,-0.012721
1.909492,-0.242157,0.294142,-0.00818,-0.003021,0.99991,-0.013061
1.925125,-0.283707,0.227462,-0.016618,-0.004043,0.99991,-0.012816
1.925198,-0.306227,0.186696,0.001646,-0.005205,0.999919,-0.01161
1.941128,-0.307137,0.11661,0.073223,-0.005912,0.999936,-0.009624
1.957129,-0.281607,0.053704,0.135049,-0.005823,0.999961,-0.006631
1.957226,-0.262439,0.006364,0.153054,-0.004895,0.999984,-0.002922
1.973091,-0.262925,-0.035395,0.13451,-0.003021,0.999995,0.000897
1.988559,-0.26793,-0.089253,0.121599,-0.000091,0.99999,0.004576
1.98863,-0.266209,-0.143285,0.112246,0.00391,0.999959,0.008146
2.004567,-0.250717,-0.210025,0.095732,0.00885,0.999897,0.011338
2.020855,-0.195621,-0.377838,0.023661,0.014453,0.999802,0.013692
2.021003,-0.168858,-0.445708,-0.017729,0.020436,0.999678,0.015013
2.036765,-0.14094,-0.50863,-0.042916,0.026331,0.999536,0.015298
2.055345,-0.116729,-0.556385,-0.074803,0.031996,0.999378,0.014821
2.055419,-0.129171,-0.564048,-0.117917,0.036733,0.999228,0.013898
2.073894,-0.152067,-0.507724,-0.157264,0.039915,0.999118,0.013053
2.122615,-0.140557,-0.374478,-0.208285,0.041116,0.999081,0.012087
2.122687,-0.075666,-0.182824,-0.300256,0.040205,0.999139,0.010247
2.122735,-0.072949,-0.182959,-0.296876,0.037488,0.999273,0.006868
2.122781,-0.068177,-0.183147,-0.292396,0.032715,0.999462,0.002387
2.122828,-0.06182,-0.183336,-0.288224,0.026359,0.999651,-0.001785
2.132385,0.100562,0.297142,-0.216774,0.018914,0.999809,-0.004875
2.147869,0.262995,0.192242,-0.030957,0.011511,0.999912,-0.006656
2.147936,0.232817,0.056063,-0.020005,0.005998,0.999952,-0.007782
2.166752,0.220174,0.072525,-0.04326,0.002802,0.999954,-0.009154
2.184393,0.231441,0.113741,-0.115817,0.001805,0.999937,-0.01109
2.184475,0.218086,0.128598,-0.184563,0.002464,0.999912,-0.013054
2.195538,0.217616,0.134668,-0.223336,0.003972,0.999884,-0.014716
2.211562,0.227388,0.155983,-0.251543,0.005858,0.999855,-0.016005
2.211642,0.250622,0.204132,-0.273951,0.007892,0.999817,-0.017416
2.227458,0.308357,0.281148,-0.251858,0.010048,0.999767,-0.019122
2.24324,0.360671,0.343893,-0.194828,0.012131,0.999704,-0.021069
2.24331,0.398064,0.361268,-0.149302,0.014,0.999633,-0.023199
2.259168,0.429842,0.363771,-0.124683,0.016234,0.999541,-0.025585
